is_miner,address,minimum_monthly_output,maximum_monthly_output,minimum_monthly_input,maximum_monthly_input,input_output_max_lag,input_output_min_lag,output_active_months,total_out_tx_count,total_out_tx_value,mean_tx_output_value,stddev_tx_output_value,input_active_months,total_tx_input_count,total_tx_input_value,mean_tx_input_value,stddev_tx_input_value,total_input_tx,mean_monthly_input_value,mean_output_idle_time,stddev_output_idle_time,mean_input_idle_time,stddev_input_idle_time
false,1KsdHLQCupSp3SZ8kbTahtuAUvD6mi1jSx,1448928000,1512086400,1451606400,1512086400,0,-2678400,6,24,1095220289,45634178.7083333,25265335.1734481,4,24,1095220289,45634178.7083333,25265335.1734481,6,45634178.7083333,2847189.81818182,11696883.6168207,12231420.8,24044824.8296209
false,1FRbio8SK6mx7vySTMbcd1sYhG48ABVye1,1435708800,1438387200,1435708800,1438387200,0,0,2,67,407403768,6080653.25373134,3490498.85005083,2,67,407403768,6080653.25373134,3490498.85005083,67,6080653.25373134,9092.21212121212,6153.37510268246,8915.5303030303,5926.36903552432
false,156e9YwfoG2nsmBpXRdfQMcrsfegGybNpA,1501545600,1527811200,1501545600,1527811200,0,0,4,30,238723551,7957451.7,2810074.24078207,4,30,238723551,7957451.7,2810074.24078207,30,7957451.7,900583.827586207,3600800.27394034,900782.24137931,3602148.92854728
false,1KM8ChWu3y4sPqT6gZDuHWJ3cZvPy4s66c,1459468800,1462060800,1459468800,1462060800,0,0,2,20,3735198274,186759913.7,387030029.846385,2,20,3735198274,186759913.7,387030029.846385,15,186759913.7,169290,312756.647272002,257393.571428571,462670.895155794
false,18pj1VNnZYphZZwazGdhEnS95DZNTEMfhX,1533081600,1535760000,1533081600,1538352000,-2592000,0,2,294,3646605724,12403420.829932,8657553.87983056,3,294,3646605724,12403420.829932,8657553.87983056,293,12403420.829932,13290.8884758364,26721.3203241927,16275.0970149254,75643.6355688497
false,13AJuxtC74hj3djb1L1mPGfrYHZcQgjvPh,1551398400,1556668800,1554076800,1556668800,0,-2678400,3,24,19239784,801657.666666667,189091.803280074,2,24,19239784,801657.666666667,189091.803280074,24,801657.666666667,161623.391304348,40390.7533632267,180733.227272727,234182.766329234
false,14RZmq9GKLa3nu1nuTbbdJRQNUyH7KmE4F,1380585600,1391212800,1388534400,1388534400,2678400,-7948800,4,30,5841391,194713.033333333,1011481.33625417,1,22,5739376,260880.727272727,1181350.78496368,2,260880.727272727,336246.551724138,958444.049513011,2152049,
false,128L4bAiiS4w291LKWpwdHqzD9etNLmgQ7,1446336000,1446336000,1446336000,1446336000,0,0,1,38,2101831078,55311344.1578947,41247842.6383891,1,38,2101831078,55311344.1578947,41247842.6383891,30,55311344.1578947,10005.1851851852,27063.7668053646,11182.8333333333,28439.1124023216
false,1AUbaUzDKpAs5X1De7S2zEXSe4PJpN4maY,1491004800,1522540800,1491004800,1525132800,-2592000,0,13,174,39737683,228377.488505747,202969.579745019,7,174,39737683,228377.488505747,202969.579745019,9,228377.488505747,190975.578034682,202970.631632719,4203115.375,4599313.72694694
false,3Nogq8oCgRgz6dJDjpeUNYtDue3oyA6itv,1480550400,1480550400,1480550400,1480550400,0,0,1,22,637208480,28964021.8181818,6403924.35521163,1,22,637208480,28964021.8181818,6403924.35521163,22,28964021.8181818,7625.66666666667,1898.06702551131,7538.19047619048,1910.43564715087
false,1PgPCy1vHufwSBX5GHxfPhePpG6yHixLg,1464739200,1493596800,1467331200,1493596800,0,-2592000,12,236,23564834,99850.991525424,961245.448090473,3,57,18629431,326832.122807018,1951452.10965894,3,326832.122807018,124309.565957447,113401.733107163,14024379.5,13244529.3259453
false,39an5jY5ybdsodj33svEdL1uUi6WPj6GNS,1535760000,1546300800,1535760000,1546300800,0,0,5,72,23266102,323140.305555556,125295.965150872,5,72,23266102,323140.305555556,125295.965150872,72,323140.305555556,161911.21875,322465.329896048,152370.588235294,314940.364475858
false,3Lpz5RbYDGopUBoNmBVnzYPkwoofJAg4MF,1472688000,1488326400,1475280000,1488326400,0,-2592000,7,2452,314544061104,128280612.195759,103597087.233438,6,2452,314544061104,128280612.195759,103597087.233438,2372,128280612.195759,10627.3582295989,56393.4572806454,10663.700143472,57902.3412031493
false,17Ck3T5AmZdeiWgtLMJMJiGN2rNyTvuX9y,1456790400,1464739200,1456790400,1464739200,0,0,4,34,253362436,7451836.35294118,5822843.60351136,4,34,253362436,7451836.35294118,5822843.60351136,27,7451836.35294118,253482.321428571,335317.747431702,320842.636363636,337958.676021414
false,18WUAR8rZv9WdYrR26TGt4vQcVTX6R8QGz,1406851200,1446336000,1406851200,1454284800,-7948800,0,9,19,577453689,30392299.4210526,27475716.2763818,8,19,577453689,30392299.4210526,27475716.2763818,12,30392299.4210526,2255745.52941176,3072090.3226074,4199778.36363636,4940936.38634039
false,1PuCtwcBL2L5eNX8oLkvV763Nwt1yR7ehd,1420070400,1448928000,1420070400,1448928000,0,0,8,45,935280786,20784017.4666667,17540952.6857636,8,44,934246105,21232866.0227273,17480381.1473498,35,21232866.0227273,749618.875,1894135.71559771,999093.133333333,2161318.28339461
false,18P4MBjJLwU2Uo9tfaDp5fz8K1DEyJwc1p,1519862400,1551398400,1519862400,1551398400,0,0,8,41,731065521,17830866.3658537,14891972.3717864,8,41,731065521,17830866.3658537,14891972.3717864,39,17830866.3658537,795825.95,1782305.31397935,910698.485714286,1881930.23995206
false,3H4q9QJ2jxHeySmLD3ggpUeg7T5uvdRBDs,1501545600,1517443200,1504224000,1522540800,-5097600,-2678400,7,19,99474418,5235495.68421053,3973366.97783232,6,19,99474418,5235495.68421053,3973366.97783232,18,5235495.68421053,787200.058823529,662191.058113751,1140336.17647059,1777647.20156202
false,1NwzW1Qs4DsT712SAFcxRpY6WmhmL8GSzF,1554076800,1554076800,1554076800,1554076800,0,0,1,27,42876895,1588033.14814815,9482.4637690346,1,27,42876895,1588033.14814815,9482.46376903463,27,1588033.14814815,4338.5,5011.26575826906,4338.5,5011.26575826906
false,13qdtUruydWcGdE4cidt4RXMm5ZWBAmWoT,1451606400,1462060800,1451606400,1462060800,0,0,5,93,664417095,7144269.83870968,7625457.9759445,5,89,664350300,7464610.11235955,7640528.47975223,60,7464610.11235955,147513.142857143,267825.173405553,233679.339622641,314215.863175237
false,1EfqJ7uodQGZGJcZ1Rwrv16qDgEbkBKEXL,1477958400,1477958400,1477958400,1480550400,-2592000,0,1,25,363635360,14545414.4,69886372,2,25,363635360,14545414.4,69886372,2,14545414.4,3688.58333333333,1049.2610201498,2304625,
false,1GcqiMj56smuLnuZ9H817nCV7Sb64N2bgg,1498867200,1559347200,1498867200,1559347200,0,0,11,35,150031182,4286605.2,4690221.25603468,11,35,150031182,4286605.2,4690221.25603468,34,4286605.2,1914557.9375,4492393.94049018,1914654.875,4492812.80170584
false,1BjA46cFqyXvy2jws6iohHeLywk2nHaX7y,1430438400,1430438400,1430438400,1430438400,0,0,1,132,10981830785,83195687.7651515,87525956.1202289,1,132,10981830785,83195687.7651515,87525956.1202289,2,83195687.7651515,414318,,413916,
false,187W7Dwv7kzqc6cBF81N4PKT55Ye7rA24y,1459468800,1467331200,1459468800,1527811200,-60480000,0,4,66,180860832,2740315.63636364,1174127.842752,4,66,180860832,2740315.63636364,1174127.842752,18,2740315.63636364,93381.6307692308,57072.90894099,5172173.46153846,15813549.9662485
false,3KPJQMHhrcndCY69Px2k4VAeEXP4PUNV6c,1551398400,1564617600,1551398400,1564617600,0,0,6,64,537126483,8392601.296875,7365612.32637519,6,64,537126483,8392601.296875,7365612.32637519,64,8392601.296875,208667.62295082,480337.092980828,208404.68852459,481285.013800054
false,1GnbKLEEK8SQQQ1TDVoLS4Pe38cmzKw4T1,1477958400,1477958400,1477958400,1517443200,-39484800,0,1,90,1959406,21771.177777778,12657.376261817,3,90,1959406,21771.177777778,12657.376261817,17,21771.177777778,3781.12790697674,1852.34822540288,9573906.25,18727691.8223124
false,1LgpsRQRerPC1xSR76RZvuMDscyPkq9ioY,1485907200,1488326400,1485907200,1488326400,0,0,2,20,27274611,1363730.55,2485641.77163788,2,20,27274611,1363730.55,2485641.77163788,13,1363730.55,172107.526315789,263712.290109962,276496.583333333,336573.052464356
false,35DJntaVnew7JtfrazXh9nJki7QyKWo7DS,1504224000,1525132800,1504224000,1527811200,-2678400,0,6,24,44835473,1868144.70833333,1572626.83115623,10,24,44835473,1868144.70833333,1572626.83115623,24,1868144.70833333,981021.956521739,1949930.5771578,954980.782608696,1186621.31087516
false,1GCjMxh4WmGRncVbDSoxW9PLjZaJsiRSeC,1491004800,1512086400,1491004800,1512086400,0,0,8,22,143265613,6512073.31818182,4681207.19500421,8,22,143265613,6512073.31818182,4681207.19500421,22,6512073.31818182,1024745.76190476,1303065.97187306,1024548.42857143,1305527.53700183
false,16oc7abxdtbzxi4CymAiWKyXw9M7qBA2wa,1501545600,1512086400,1504224000,1533081600,-20995200,-2678400,5,109,89287035,819147.110091743,2539572.79390953,6,109,89287035,819147.110091743,2539572.79390953,7,819147.110091743,88767.6481481482,47672.565704666,5565349,6736930.44791903
false,1E3bfJSh6Ky2id1PrjqTdL6yquJwsXt6qZ,1462060800,1483228800,1462060800,1483228800,0,0,9,62,7253181015,116986790.564516,279828824.293441,8,60,7253065544,120884425.733333,283689318.022371,35,120884425.733333,400819.462962963,662912.797989859,668411.875,1282501.4381049
false,1EDqypzYHNCR8ELMcGgqhnYam8qdtB6at7,1491004800,1493596800,1491004800,1493596800,0,0,2,17,23049010,1355824.11764706,784637.396236303,2,17,23049010,1355824.11764706,784637.396236303,16,1355824.11764706,164879.0625,148795.935948743,177559.333333333,144386.152084643
false,1P2YkvQY88wPJU5km5sgXMxsjVSk3ADCnt,1491004800,1493596800,1491004800,1493596800,0,0,2,52,140737383,2706488.13461538,3028996.16763937,2,52,140737383,2706488.13461538,3028996.16763937,52,2706488.13461538,48339.3125,80328.3497819263,48038.3541666667,85990.2020958721
false,1E9bUHX1GVqpYuBudkLy5srsNAmMHPkHEv,1554076800,1559347200,1554076800,1559347200,0,0,3,24,113122,4713.416666667,5701.28532355466,3,10,86693,8669.3,6633.00049499973,5,8669.3,244209.863636364,497876.681766661,1339580.75,1140938.50078824
false,1Bcpb7CgZAVSBLcZE9dQAQQKTZvUT1T1ei,1501545600,1504224000,1501545600,1504224000,0,0,2,41,21281620,519063.902439024,327443.634449947,2,41,21281620,519063.902439024,327443.634449947,5,519063.902439024,92584.9,77411.0790211615,744195,507564.687108287
false,34tHmUeqa7b725cxMpSLw5q8dtyoDiH5Fd,1512086400,1561939200,1514764800,1561939200,0,-2678400,19,28,138078754,4931384.07142857,2547187.23790715,18,28,138078754,4931384.07142857,2547187.23790715,28,4931384.07142857,1843324.51851852,1027802.33202919,1719654.11111111,858918.948105579
false,1JoxBvL5xfULUbqM59kHHTpccxwC6qfrUk,1456790400,1462060800,1456790400,1462060800,0,0,3,24,342228643,14259526.7916667,8694544.72975748,3,24,342228643,14259526.7916667,8694544.72975748,24,14259526.7916667,179797.652173913,292446.364660818,237725.782608696,369131.015038386
false,1EuwCWh9CXt9mqcy2PLuQErWe8yhVVaF34,1380585600,1383264000,1380585600,1383264000,0,0,2,47,59494115334,1265832241.14894,2730683866.14804,2,46,59494072071,1293349392.84783,2754261863.97317,7,1293349392.84783,43960.9545454546,37761.411082938,322153.166666667,525993.175681364
false,34xwEHQMdMSZnSYqaBuvhBqSDvJyM71TM3,1535760000,1564617600,1535760000,1564617600,0,0,12,132,92980490,704397.651515152,518778.854651107,12,132,92980490,704397.651515152,518778.854651107,132,704397.651515152,224220.415384615,288918.073610474,223453.740458015,291846.916952643
false,13MffQUwURPDUQfQCskgi6VL6Xi9x56rST,1438387200,1443657600,1438387200,1443657600,0,0,3,36,30300606912,841683525.333333,1002625197.52328,3,36,30300606912,841683525.333333,1002625197.52328,29,841683525.333333,214296.642857143,407146.947072504,302121.2,460908.788149033
false,1JDoEeVWsb8KnVSnyPH2vb7CuDus1f5t74,1406851200,1420070400,1406851200,1420070400,0,0,5,169,1422699885,8418342.5147929,11860800.2058841,5,169,1422699885,8418342.5147929,11860800.2058841,169,8418342.5147929,81865.5238095239,429365.86070917,82377.9101796407,429148.523415604
false,1JfpP5JosWJFCQ7GdDPLA6UYhZ3Go8HJU6,1414800000,1425168000,1414800000,1425168000,0,0,5,19,676600000,35610526.3157895,19289228.2760452,5,19,676600000,35610526.3157895,19289228.2760452,19,35610526.3157895,584100.722222222,310263.688454686,579337.777777778,327397.351420987
false,1Nb3ZeE51KaLTJx8NnTEtoDxZXeAt9AVwP,1430438400,1459468800,1430438400,1459468800,0,0,9,37,5123338826,138468616.918919,75601206.2442,9,37,5123338826,138468616.918919,75601206.2442,37,138468616.918919,819165.694444444,1627312.94730028,819181.222222222,1628945.92811985
false,15attZK1WK8sHKigQPAzkcnsPjTtQLxtQW,1398902400,1525132800,1398902400,1525132800,0,0,16,40,420563831,10514095.775,365840.080154514,16,40,420563831,10514095.775,365840.080154514,40,10514095.775,3270546.2051282,8336623.74331792,3270594.61538461,8337424.31438945
false,1NyKcjeREF6nBKk3N1rurrwAysiuQyNr2E,1522540800,1527811200,1522540800,1527811200,0,0,3,19,5713612900,300716468.421053,180926376.617983,3,19,5713612900,300716468.421053,180926376.617983,16,300716468.421053,380537.75,1111356.12968292,410434.266666667,1028125.75957241
false,3Gm8kzGugV9jADSXmcFLsyd7B9R9jpyeFG,1464739200,1472688000,1467331200,1519862400,-47174400,-2592000,4,42,11264672720,268206493.333333,459479103.996243,4,42,11264672720,268206493.333333,459479103.996244,21,268206493.333333,279995.714285714,358375.201572199,4412795.83333333,13667249.3201151
false,1L5mQ4ujF2kKHfgdc5SHQXrRKg8tzmotmP,1438387200,1472688000,1438387200,1472688000,0,0,10,29,439212,15145.24137931,9588.35601749469,10,29,439212,15145.24137931,9588.35601749469,23,15145.24137931,1221210.25,1958350.9708991,1553450.27272727,1819454.47609869
false,1AnkkBf64N5VzErQDZjnSCvK3AtFWopsjY,1383264000,1406851200,1383264000,1406851200,0,0,4,24,47485202,1978550.08333333,3993332.56950321,4,24,47485202,1978550.08333333,3993332.56950321,12,1978550.08333333,1096312.86363636,3700952.98197885,2411747.7,5343646.67246853
false,1DPDcLz36T2oBxHm8M4vUsJibKzcvPvfye,1519862400,1561939200,1519862400,1561939200,0,0,7,17,17211044,1012414.35294118,1578838.46991997,7,14,17068878,1219205.57142857,1675410.82565835,14,1219205.57142857,2563419.875,4343279.95319993,3155385.76923077,4787976.3451436
false,1MgesWiACe79cam8J2cos9ZJc6y7KazXod,1420070400,1512086400,1420070400,1496275200,15811200,0,14,92,558489358,6070536.5,31776677.6649414,8,80,552070883,6900886.0375,34025762.6003512,51,6900886.0375,1262100.95890411,3997854.64013653,2241818.08823529,6180099.94071072
false,1PzMhFeCUHb1tkPjEd3RDmCdcuZrUyKioE,1456790400,1522540800,1456790400,1522540800,0,0,24,442,2886581348,6530727.03167421,41112822.0363988,24,442,2886581348,6530727.03167421,41112822.0363988,429,6530727.03167421,151813.566893424,381078.430132458,159028.821852732,457438.750232046
false,16TSHLA1LETTtEsSJs7MY7PmtgRbkjW48p,1420070400,1430438400,1422748800,1425168000,5270400,-2678400,4,19,1114420004,58653684.4210526,74536231.0621429,2,18,1114370004,61909444.6666667,75294130.6842227,16,61909444.6666667,600445.294117647,1448774.99660976,285871,250983.365517441
false,1PdfjGEssvAiLv9bKNiGM2wtMp6bJNHyXF,1351728000,1377993600,1351728000,1383264000,-5270400,0,9,67,104651761,1561966.58208955,1211987.5185903,7,67,104651761,1561966.58208955,1211987.5185903,64,1561966.58208955,371764.833333333,948435.638277078,667421.844444444,2063436.21067374
false,34frcwCu7eMrbpssStS52vyJzo3zJWzxbD,1519862400,1546300800,1519862400,1546300800,0,0,9,32,2275170438,71099076.1875,52685039.3468086,9,32,2275170438,71099076.1875,52685039.3468086,32,71099076.1875,917638.827586207,1391170.74291525,917759.965517241,1391676.30870242
false,1AKnfja2PrrKkFT2CiMJinepuNaxPSPJLh,1512086400,1546300800,1512086400,1546300800,0,0,6,24,3215919395,133996641.458333,153082689.030253,6,24,3215919395,133996641.458333,153082689.030253,24,133996641.458333,1500443.18181818,4695202.54882474,1435486.13043478,4591473.35587586
false,1G7agshSE47nQAYCJLt494LLGPB1icmnL8,1443657600,1551398400,1443657600,1548979200,2419200,0,37,400,22986594520,57466486.3,100281585.029626,31,395,22958056184,58121661.2253165,100740113.400471,244,58121661.2253165,333944.2125,754409.450492956,580577.538888889,1246875.62087195
false,3KJrRXmZaZ62ijVn1tYBofx3yYnrY2rpYj,1554076800,1559347200,1554076800,1559347200,0,0,3,47,290069575,6171693.08510638,6949418.44388184,3,47,290069575,6171693.08510638,6949418.44388184,46,6171693.08510638,136917.046511628,173147.509052659,136742.674418605,183110.092023731
false,37pEA6gKKsNUMHUXYRtQyywLdZUePySScP,1535760000,1561939200,1535760000,1561939200,0,0,11,27,29699598,1099985.11111111,521976.24229257,11,27,29699598,1099985.11111111,521976.24229257,25,1099985.11111111,1148307.43478261,910644.70151675,1144728.26086957,876457.539018303
false,1LQy4DV8Ug1xDhEdb2niPmUkomkKaviA6D,1493596800,1530403200,1493596800,1530403200,0,0,7,27,90600979,3355591.81481481,5561710.52935192,7,27,90600979,3355591.81481481,5561710.52935192,27,3355591.81481481,1429076.15384615,4010171.45608457,1483726.4,4079357.16024416
false,1Lr8QsacXimw9zHkZc6D4bt9augbahFk9i,1383264000,1385856000,1383264000,1385856000,0,0,2,24,3823990000,159332916.666667,94165705.031963,2,24,3823990000,159332916.666667,94165705.031963,22,159332916.666667,98824.9090909091,109731.413762752,102776.142857143,140863.647031548
false,1Lar1fPKCPsozvPvWpQDyQqFrr3AysTHwQ,1561939200,1564617600,1561939200,1564617600,0,0,2,34,7275482,213984.764705882,532429.961512826,2,34,7275482,213984.764705882,532429.961512826,28,213984.764705882,85452.7878787879,127583.32725952,117952.291666667,139636.363334409
false,12c3j4JvmoLKWJr3TuwKqYbkv2RdvEz7wH,1393632000,1393632000,1393632000,1393632000,0,0,1,54,736530000,13639444.4444444,14063592.5543437,1,54,736530000,13639444.4444444,14063592.5543437,34,13639444.4444444,55756.4230769231,145228.410163073,72566.2,184130.897411711
false,3DLSWSChbVPDyFTwrEHJpVDSmsjcTD9Td3,1459468800,1472688000,1464739200,1541030400,-68342400,-5270400,6,22,323934,14724.272727273,1589.7931935533,5,22,323934,14724.272727273,1589.7931935533,22,14724.272727273,631564.666666667,408155.281368664,3581615.71428572,14156019.1756642
false,1D4gZavuHWr2JCqPbuU2fq6KTdFr2JviAN,1512086400,1525132800,1514764800,1525132800,0,-2678400,6,32,24334065,760439.53125,500849.488552811,5,25,22486107,899444.28,477903.934146334,24,899444.28,438211.931034483,669516.510387476,451745.454545455,552558.05073785
false,1AbMDGzo73ojxUM3VxWiLwoep6pdNNBEqT,1501545600,1522540800,1501545600,1525132800,-2592000,0,7,23,8901450,387019.565217391,476003.339613173,8,23,8901450,387019.565217391,476003.339613173,15,387019.565217391,1015037,1457860.90491233,1654365.28571429,1926694.94405625
false,1ChmoS9kBo7JRoBtzViKsNGVi1PAkXtmTy,1359676800,1383264000,1359676800,1383264000,0,0,9,24,2146400000,89433333.3333333,105961111.269415,9,24,2146400000,89433333.3333333,105961111.269415,24,89433333.3333333,1151454.54545455,1690408.4589874,1100582.39130435,1719212.03557004
false,1Mc4xXf5DjnkdGC3qNxmZymf78yF9bVWSh,1498867200,1512086400,1514764800,1527811200,-15724800,-15897600,6,144,34850639,242018.326388889,96831.8688090165,2,144,34850639,242018.326388889,96831.8688090165,112,242018.326388889,91262.1901408451,40797.9427465854,205264.9,1576363.08052085
false,128KAi7QHWyvbuh3DqvFGWhKYTooPN36E2,1375315200,1396310400,1375315200,1388534400,7776000,0,7,56,1879075193,33554914.1607143,36769893.647788,6,54,1877637656,34771067.7037037,36889460.1375021,35,34771067.7037037,426381.75,1251174.6900954,398713.029411765,543554.427670506
false,18kM3z7iyT2X4ePP8dzZqXdSw8PTyNgCr4,1514764800,1556668800,1514764800,1556668800,0,0,9,19,266251649,14013244.6842105,26263781.0275102,9,19,266251649,14013244.6842105,26263781.0275102,19,14013244.6842105,2765561.25,5298466.6669522,2545735.11764706,5128890.68362478
false,1Ka75SDbkncWXtJ5MgLwkb6JS31uFK75XX,1396310400,1441065600,1398902400,1441065600,0,-2592000,17,68,35096552,516125.764705882,3639311.18838552,11,64,34863842,544747.53125,3751164.39296409,28,544747.53125,659810.46969697,501683.241023663,1572290.07407407,2891404.82153339
false,1BnRbob6tSWHLAmKiD23qo5hjDQRm5XSm4,1409529600,1422748800,1409529600,1422748800,0,0,6,38,997051,26238.184210526,66279.5294976104,6,38,997051,26238.184210526,66279.5294976104,38,26238.184210526,305093.108108108,353297.901593981,303445.405405405,347142.520522548
false,1AR3VEzXVgoghztFg7CdMXwTmBnndJAanu,1522540800,1564617600,1522540800,1564617600,0,0,10,26,14671736,564297.538461538,51173.0059732518,10,26,14671736,564297.538461538,51173.0059732518,26,564297.538461538,1655598.52,4187780.60985407,1654124.4,4204095.56027974
false,3C1saV9E4CBtvdxaXKWnosjw5NPSY1VmBN,1477958400,1480550400,1477958400,1498867200,-18316800,0,2,20,49809607,2490480.35,1628156.04533822,6,20,49809607,2490480.35,1628156.04533822,20,2490480.35,166055.947368421,238683.332316755,1215321.31578947,2190595.32199098
false,1B7ThKEXUSj9epYYxJUf35bnVva7Hmb5NE,1438387200,1472688000,1438387200,1472688000,0,0,3,43,447053047,10396582.4883721,23144519.7096188,3,43,447053047,10396582.4883721,23144519.7096188,43,10396582.4883721,780964.595238095,4504670.97241843,800119.68292683,4558983.34727208
false,3DL8M6ixdzArGnSrgujnXFCcD1Ad23g3qm,1451606400,1472688000,1454284800,1541030400,-68342400,-2678400,9,40,671408,16785.2,7875.88752898559,10,40,671408,16785.2,7875.88752898559,40,16785.2,558088.384615385,471064.706211232,2269570.05263158,7456446.3650699
false,1EbYpiZabry97sKggPzJwXEakNGCbhZ4Ru,1393632000,1393632000,1393632000,1393632000,0,0,1,37,2511981016,67891378.8108108,171071771.233572,1,37,2511981016,67891378.8108108,171071771.233572,36,67891378.8108108,22988.375,79285.7187758917,22766.3333333333,55184.9520822374
false,32dGnSpXEvXxJYbsrXXRcCgMjjRWaAtG1H,1533081600,1533081600,1533081600,1533081600,0,0,1,20,6111647,305582.35,78927.5208851867,1,20,6111647,305582.35,78927.5208851867,20,305582.35,108957.842105263,28551.7177577485,106170.578947368,28404.0722732103
false,1PJbbvTZ2QAJzufPsbKeW1z5VWfWVN4fB6,1488326400,1509494400,1488326400,1509494400,0,0,7,19,2118405245,111495012.894737,60643228.0252094,7,19,2118405245,111495012.894737,60643228.0252094,19,111495012.894737,1184898.72222222,1462574.04865812,1184618.05555556,1469306.69464581
false,1KxdyVTLfkBUKYhyLpTqZbitaPAzwFxzpj,1485907200,1504224000,1485907200,1504224000,0,0,7,20,30157631,1507881.55,1077094.66645213,7,20,30157631,1507881.55,1077094.66645213,18,1507881.55,892575.631578947,835392.301427912,997584.529411765,879349.712341961
false,1GvdBb5reBviDVk57DARuPirKd2JZp5b2L,1491004800,1496275200,1491004800,1496275200,0,0,3,36,188888870,5246913.05555556,2742455.93134537,3,36,188888870,5246913.05555556,2742455.93134537,36,5246913.05555556,103906.4,91447.8925374509,110907.060606061,122518.877016957
false,13EfV365ujkBRo7S8xsLNGmpggZqMaN2WG,1438387200,1448928000,1438387200,1448928000,0,0,5,45,1531600,34035.555555556,13920.1903127592,5,45,1531600,34035.555555556,13920.1903127592,42,34035.555555556,226332.857142857,344489.019440393,245613.526315789,371901.652476997
false,1BBkkcSyrkot4Cmhcpn5GJv99dcPBEnqaA,1454284800,1467331200,1454284800,1467331200,0,0,4,27,2599273269,96269380.3333333,78409866.1490284,4,27,2599273269,96269380.3333333,78409866.1490284,27,96269380.3333333,539467.76,1463347.57555557,539294.24,1461401.48842935
false,1guiseGDFZ35zdYnZQLNPhgwytWfw3PK7,1362096000,1412121600,1367366400,1375315200,36806400,-5270400,6,23,1191338620,51797331.3043478,68603752.6749253,2,21,1190873830,56708277.6190476,69899240.9526809,8,56708277.6190476,2213393.86363636,7619607.68657119,1239993.28571429,2465865.13716334
false,3C4rcUM1DtjEWqE3xre2yX27xQNRj5gq4b,1538352000,1546300800,1538352000,1546300800,0,0,4,27,14282205,528970.555555556,358616.406843487,4,27,14282205,528970.555555556,358616.406843487,27,528970.555555556,254384.230769231,434905.451028916,254610,395627.971702204
false,17VtEJmSibQ8TEk3cnyrrqPpexH13kfKs9,1338508800,1491004800,1338508800,1491004800,0,0,9,91,404363679,4443556.91208791,3451118.57486528,9,91,404363679,4443556.91208791,3451118.57486528,71,4443556.91208791,1700388.03333333,12818999.2423262,2196674.62857143,14582309.5445386
false,1AooxLPXn5XJjZ8XoDAs4amkJmd5XbeqX,1480550400,1483228800,1480550400,1483228800,0,0,2,17,57291383,3370081.35294118,2651964.36774295,2,16,57134546,3570909.125,2602004.25503446,14,3570909.125,163220.375,163262.771237403,199776.384615385,198019.197176915
false,1fzWyvTcHrcssGEw5rTGJDmkzonpb8AAH,1456790400,1485907200,1456790400,1485907200,0,0,10,34,232085605,6826047.20588235,6671209.40818858,10,34,232085605,6826047.20588235,6671209.40818858,34,6826047.20588235,880346.363636364,1399667.90483821,880324.454545455,1402722.30092649
false,1MemVJY1gv4UD7F5ov7HqHsr2gRoUNWxoQ,1517443200,1556668800,1527811200,1556668800,0,-10368000,16,35,4445724,127020.685714286,21339.4794381784,4,35,4445724,127020.685714286,21339.4794381784,4,127020.685714286,1122979.73529412,452679.502452012,9310385,6049255.58408314
false,1LiUQkyiPE57W87EBTniN1j9ep35MAPaDd,1414800000,1422748800,1420070400,1425168000,-2419200,-5270400,4,17,565200,33247.058823529,7923.15575126625,2,17,565200,33247.058823529,7923.15575126626,2,33247.058823529,599204,49557.9433848231,6995840,
false,1CcbT36GMv6u9THNcdfFvzYbMP9b248eSE,1519862400,1538352000,1519862400,1538352000,0,0,5,19,627486064,33025582.3157895,37376561.8333967,5,19,627486064,33025582.3157895,37376561.8333967,19,33025582.3157895,1051643.61111111,2240023.74201882,1050858.22222222,2214541.48215282
false,1Psfm8m2SsW5A3wmKYDBdUaF29oXdRrzgb,1517443200,1564617600,1543622400,1559347200,5270400,-26179200,8,23,4950000,215217.391304348,145410.690028978,3,14,3150000,225000,149704.837802719,10,225000,2289718.23809524,6082061.82851829,2270884.85714286,4342651.16226192
false,19ZpJDW3v2iLbkdLY6PdqaQDvmScTUu78s,1498867200,1530403200,1498867200,1530403200,0,0,11,19,27377353,1440913.31578947,718777.313445089,11,19,27377353,1440913.31578947,718777.313445089,19,1440913.31578947,1749739.38888889,1379173.25532953,1747283.94444444,1227649.04586169
false,19gC2NAHwue5LF5V5ShoxAcne7yqQwwaKm,1333238400,1351728000,1359676800,1372636800,-20908800,-26438400,6,155,15975751,103069.361290323,158788.131457706,4,155,15975751,103069.361290323,158788.131457706,14,103069.361290323,148000.523076923,724335.310878612,1393608.6,2419982.84227697
false,14BB4DX3v9LW9PsEnFVeqPGVXLWfDdUqDv,1425168000,1533081600,1451606400,1535760000,-2678400,-26438400,9,24,236447027,9851959.45833333,10113764.105846,7,24,236447027,9851959.45833333,10113764.105846,15,9851959.45833333,5230725,13697713.7766186,6021292,15822610.0068341
false,1Es2fcxhBu8zYi43pmHSS8dFZxWjamhzN6,1425168000,1430438400,1425168000,1430438400,0,0,3,21,15273207,727295.571428571,1864069.22733102,3,21,15273207,727295.571428571,1864069.22733102,21,727295.571428571,267254.45,249257.672071435,267255.75,248970.364419221
